fileName,AoA_Bird_Lem,AoA_Bristol_Lem,AoA_Cort_Lem,AoA_Kup,AoA_Kup_Lem,DISC_RefExprDefArtPerSen,DISC_RefExprDefArtPerWord,DISC_RefExprPerProPerWord,DISC_RefExprPerPronounsPerSen,DISC_RefExprPossProPerSen,DISC_RefExprPossProPerWord,DISC_RefExprPronounsPerNoun,DISC_RefExprPronounsPerSen,DISC_RefExprPronounsPerWord,DISC_RefExprProperNounsPerNoun,DISC_globalArgumentOverlapCount,DISC_globalContentWordOverlapCount,DISC_globalNounOverlapCount,DISC_globalStemOverlapCount,DISC_localArgumentOverlapCount,DISC_localContentWordOverlapCount,DISC_localNounOverlapCount,DISC_localStemOverlapCount,MRCAoA,MRCColMeaningfulness,MRCConcreteness,MRCFamiliarity,MRCImageability,MRCPavioMeaningfulness,POS_adjVar,POS_advVar,POS_correctedVV1,POS_modVar,POS_nounVar,POS_numAdjectives,POS_numAdverbs,POS_numConjunct,POS_numDeterminers,POS_numFunctionWords,POS_numInterjections,POS_numLexicals,POS_numModals,POS_numNouns,POS_numPerPronouns,POS_numPrepositions,POS_numPronouns,POS_numProperNouns,POS_numVerbs,POS_numVerbsVB,POS_numVerbsVBD,POS_numVerbsVBG,POS_numVerbsVBN,POS_numVerbsVBP,POS_numVerbsVBZ,POS_numWhPronouns,POS_squaredVerbVar1,POS_verbVar1,POS_verbVar2,SYN_CNPerClause,SYN_CNPerTunit,SYN_ComplexTunitRatio,SYN_CoordPerClause,SYN_CoordPerTunit,SYN_DependentClauseRatio,SYN_DependentClausesPerTunit,SYN_MLC,SYN_MLT,SYN_TunitComplexityRatio,SYN_VPPerTunit,SYN_avgParseTreeHeightPerSen,SYN_avgSentenceLength,SYN_numClausesPerSen,SYN_numConjPPerSen,SYN_numConstituentsPerSen,SYN_numNPSize,SYN_numNPsPerSen,SYN_numPPSize,SYN_numPPsPerSen,SYN_numRRCsPerSen,SYN_numSBARsPerSen,SYN_numSentences,SYN_numSubtreesPerSen,SYN_numTunitsPerSen,SYN_numVPSize,SYN_numVPsPerSen,SYN_numWHPsPerSen,TRAD_ARI,TRAD_Coleman,TRAD_FOG,TRAD_FORCAST,TRAD_Flesch,TRAD_Kincaid,TRAD_LIX,TRAD_SMOG,TRAD_numChars,TRAD_numSyll,WN_numHypernyms,WN_numHyponyms,WN_numSenses,Word_BilogTTR,Word_CTTR,Word_MTLD,Word_RTTR,Word_TTR,Word_UberIndex,Word_numWords,numConnectives,numDiscConnectives,numNonDiscConnectives,numCompConnectives,numExpConnectives,numContConnectives,numTempConnectives,PRONOUNS_NOUNS_RATIO_INDEX,AVG_PRONOUNS_PER_SENT_INDEX,AVG_PRONOUNS_PER_WORD_INDEX,AVG_PERSONAL_PRONOUNS_PER_SENT_INDEX,AVG_PERSONAL_PRONOUNS_PER_WORD_INDEX,AVG_POSSESIVE_PRONOUNS_PER_SENT_INDEX,AVG_PESSESIVE_PRONOUNS_PER_WORD_INDEX,AVG_DEFINITE_ARTICLES_PER_SENT_INDEX,AVG_DEFINITE_ARTICLES_PER_WORD_INDEX,PROPER_NAMES_WORD_RATIO_INDEX,WORD_OVERLAP,LEMMA_OVERLAP,NOUN_AND_PRONOUN_OVERLAP_BY_LEMMA,NOUN_AND_PRONOUN_OVERLAP_BY_ORTH,S_2_S,S_2_O,S_2_C,S_2_N,O_2_S,O_2_O,O_2_C,O_2_N,C_2_S,C_2_O,C_2_C,C_2_N,N_2_S,N_2_O,N_2_C,AVG_PROPORTION_ENTITY_PER_DOC,AVG_NUM_ENTITY_PER_SENT,AVG_PROPORTION_UNIQUE_ENTITY_PER_DOC,AVG_NUM_WORD_PER_ENTITY,PROPORTION_INDEF_NP_REFCHAIN,PROPORTION_DEF_NP_REFCHAIN,PROPORTION_PERSONAL_PRONOUNS_REFCHAIN,PROPORTION_POSSESIVE_DETERMINERS_REFCHAIN,PROPORTION_DEMONSTRATIVE_DETERMINERS_REFCHAIN,PROPORTION_DEMONSTRATIVE_PRONOUNS_REFCHAIN,PROPORTION_REFLEXIVE_PRONOUNS_REFCHAIN,PROPORTION_PROPER_NOUNS_REFCHAIN,AVG_LEN_REFCHAIN,readinglevel
Amazon-adv.txt,3.36,1.5,2.44,4.67,6.1,1.25,0.07,0.01,0.22,0.25,0.01,0.08,0.47,0.02,0.23,3.05,12.91,1.97,3.08,0.3,1.08,0.22,0.3,0.32,1.95,1.89,4.13,2.08,0.22,0.17,0.05,8.17,0.23,0.51,0.11,0.03,0.04,0.12,0.37,0.0,0.65,0.0,0.34,0.01,0.13,0.02,0.08,0.16,0.02,0.01,0.01,0.04,0.02,0.04,0.0,133.56,1.46,0.23,4.51,2.94,0.28,0.3,0.2,0.44,0.29,14.24,9.3,0.65,1.49,10.02,19.38,1.36,0.0,0.0,2.28,4.33,2.02,2.16,0.0,0.66,36.0,55.19,2.08,2.2,3.11,0.3,15.78,13.01,18.99,16.84,48.68,13.04,55.7,16.6,5.09,1.55,0.0,0.04,5.19,0.88,8.59,6.96,12.15,0.45,55.2,698.0,1.44,0.38,1.05,0.08,0.16,0.08,0.05,0.04,0.2222222222222222,0.011444921316165951,0.2222222222222222,0.011444921316165951,0.0,0.0,1.25,0.06437768240343347,0.10014306151645208,0.17739628040057226,0.20457796852646637,0.022889842632331903,0.01430615164520744,0.06521739130434782,0.0,0.0,0.9347826086956522,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6774193548387096,0.3225806451612903,0.0,0.0,0.0,0.0,0.0,0.2,0.4857142857142857,0.2,0.0,0.0,0.0,0.0,0.17142857142857143,2.5,adv
Amazon-ele.txt,3.65,1.11,2.43,4.56,5.76,0.84,0.06,0.02,0.27,0.12,0.0,0.09,0.39,0.03,0.27,2.66,11.78,1.72,2.81,0.24,0.87,0.12,0.24,0.3,2.14,1.95,4.27,2.16,0.19,0.17,0.06,7.03,0.24,0.52,0.11,0.04,0.04,0.11,0.36,0.0,0.67,0.01,0.35,0.02,0.11,0.03,0.09,0.15,0.03,0.0,0.01,0.03,0.03,0.04,0.0,98.94,1.7,0.21,2.95,1.78,0.24,0.25,0.15,0.4,0.24,10.97,6.61,0.6,1.12,8.75,14.63,1.33,0.0,0.0,2.23,3.33,1.95,1.36,0.0,0.57,33.0,42.24,2.21,2.19,2.48,0.18,11.38,11.4,15.9,16.97,58.37,9.99,45.34,14.48,4.88,1.51,0.0,0.07,5.76,0.86,6.72,6.54,9.5,0.43,45.59,483.0,1.09,0.27,0.81,0.06,0.12,0.03,0.06,0.06428571428571428,0.2727272727272727,0.01859504132231405,0.2727272727272727,0.01859504132231405,0.0,0.0,0.8484848484848485,0.05785123966942149,0.11983471074380166,0.15289256198347106,0.18388429752066116,0.02066115702479339,0.008264462809917356,0.05263157894736842,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,0.6153846153846154,0.23076923076923078,0.0,0.0,0.0,0.0,0.46153846153846156,2.6,ele
Amazon-int.txt,3.51,1.3,2.43,4.6,5.93,1.12,0.07,0.01,0.25,0.25,0.01,0.09,0.5,0.03,0.22,2.75,15.28,1.87,2.81,0.28,1.43,0.18,0.28,0.3,2.07,1.92,4.26,2.11,0.16,0.18,0.05,8.2,0.24,0.5,0.12,0.03,0.04,0.12,0.37,0.0,0.66,0.0,0.33,0.01,0.12,0.03,0.07,0.16,0.02,0.0,0.01,0.04,0.02,0.04,0.0,134.75,1.75,0.24,4.5,2.91,0.3,0.32,0.21,0.47,0.3,12.63,8.18,0.64,1.39,10.43,18.15,1.43,0.0,0.0,2.31,4.03,2.01,1.87,0.0,0.71,32.0,52.18,2.21,2.17,3.09,0.31,14.18,12.34,17.94,16.89,52.55,11.93,52.73,15.9,4.99,1.53,0.0,0.06,6.2,0.87,7.59,6.82,10.74,0.44,50.14,581.0,1.43,0.34,1.09,0.06,0.18,0.03,0.06,0.04878048780487805,0.25,0.013745704467353952,0.25,0.013745704467353952,0.0,0.0,1.125,0.061855670103092786,0.1013745704467354,0.16494845360824742,0.20618556701030927,0.024054982817869417,0.012027491408934709,0.075,0.0,0.0,0.925,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7254901960784313,0.27450980392156865,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.4666666666666667,0.23333333333333334,0.0,0.0,0.0,0.0,0.23333333333333334,2.727272727272727,int
Amsterdam-adv.txt,3.77,1.35,2.57,4.43,5.94,1.31,0.05,0.03,0.89,0.1,0.0,0.15,1.0,0.04,0.18,3.84,23.47,2.31,4.0,0.36,1.63,0.21,0.36,0.29,1.98,1.78,3.97,2.0,0.17,0.14,0.07,7.7,0.21,0.44,0.09,0.04,0.04,0.09,0.38,0.0,0.66,0.02,0.29,0.04,0.11,0.05,0.05,0.22,0.05,0.01,0.02,0.05,0.03,0.04,0.0,118.77,1.43,0.29,3.07,2.33,0.4,0.31,0.24,0.53,0.4,12.02,9.12,0.75,2.07,13.26,25.94,2.15,0.0,0.0,1.92,6.0,1.98,2.78,0.0,1.1,19.0,75.42,2.84,2.25,5.89,0.52,13.5,11.84,16.03,17.52,60.34,10.69,50.36,14.4,4.91,1.44,0.0,0.06,5.45,0.88,7.67,9.0,10.85,0.48,53.71,493.0,1.68,0.36,1.31,0.21,0.05,0.1,0.0,0.1349206349206349,0.8947368421052632,0.03441295546558704,0.8421052631578947,0.032388663967611336,0.0,0.0,1.3157894736842106,0.05060728744939271,0.09109311740890688,0.1659919028340081,0.2125506072874494,0.018218623481781375,0.01417004048582996,0.10256410256410256,0.0,0.0,0.8974358974358975,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6610169491525424,0.3389830508474576,0.0,0.0,0.0,0.0,0.0,0.1794871794871795,0.46153846153846156,0.358974358974359,0.0,0.0,0.0,0.0,0.1794871794871795,3.5454545454545454,adv
Amsterdam-ele.txt,3.82,1.17,2.74,4.36,5.51,1.13,0.05,0.04,0.9,0.09,0.0,0.18,1.0,0.04,0.17,4.63,20.36,2.86,4.77,0.63,1.9,0.4,0.63,0.27,2.28,2.01,4.34,2.22,0.19,0.15,0.07,7.89,0.22,0.43,0.1,0.05,0.04,0.09,0.38,0.0,0.66,0.02,0.29,0.04,0.1,0.06,0.05,0.22,0.07,0.01,0.01,0.02,0.04,0.05,0.0,124.51,1.51,0.29,2.22,1.79,0.43,0.24,0.19,0.52,0.41,9.8,7.9,0.8,1.85,12.9,22.27,2.27,0.0,0.0,1.81,5.27,2.0,1.9,0.0,1.13,22.0,65.27,2.81,2.17,5.22,0.36,10.3,9.79,14.0,17.76,71.02,8.34,42.03,13.02,4.6,1.36,0.0,0.06,6.18,0.86,6.86,8.41,9.71,0.43,46.57,490.0,1.54,0.5,1.04,0.18,0.04,0.27,0.0,0.16666666666666666,0.9090909090909091,0.04073319755600815,0.9090909090909091,0.04073319755600815,0.0,0.0,1.1363636363636365,0.05091649694501019,0.08757637474541752,0.20162932790224034,0.2525458248472505,0.04073319755600815,0.03054989816700611,0.09523809523809523,0.047619047619047616,0.0,0.8571428571428571,0.043478260869565216,0.0,0.0,0.9565217391304348,0.0,0.0,0.0,0.0,0.6521739130434783,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.375,0.4166666666666667,0.0,0.0,0.0,0.0,0.16666666666666666,3.6923076923076925,ele
Amsterdam-int.txt,3.72,1.48,2.64,4.41,5.74,1.14,0.05,0.03,0.85,0.15,0.0,0.15,1.0,0.04,0.18,4.2,24.2,2.7,4.3,0.45,2.04,0.3,0.45,0.33,2.03,1.85,4.09,2.08,0.17,0.15,0.06,7.89,0.21,0.45,0.1,0.04,0.04,0.08,0.37,0.0,0.66,0.02,0.3,0.04,0.12,0.05,0.05,0.21,0.05,0.01,0.01,0.04,0.03,0.04,0.0,124.51,1.51,0.29,2.68,2.08,0.43,0.28,0.22,0.55,0.43,11.0,8.53,0.77,1.94,13.25,24.75,2.25,0.0,0.0,1.9,5.7,2.0,2.5,0.0,1.14,20.0,71.9,2.9,2.21,5.65,0.45,12.58,11.35,15.92,17.38,61.16,10.29,48.29,14.41,4.84,1.45,0.0,0.06,5.56,0.87,7.4,8.75,10.47,0.47,51.08,495.0,1.65,0.35,1.3,0.15,0.05,0.15,0.0,0.13385826771653545,0.85,0.034274193548387094,0.85,0.034274193548387094,0.0,0.0,1.15,0.046370967741935484,0.08266129032258064,0.17137096774193547,0.22782258064516128,0.028225806451612902,0.02217741935483871,0.10526315789473684,0.0,0.0,0.8947368421052632,0.05,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.6557377049180327,0.3442622950819672,0.0,0.0,0.0,0.0,0.0,0.18604651162790697,0.4418604651162791,0.37209302325581395,0.0,0.0,0.0,0.0,0.16279069767441862,3.5833333333333335,int
Anita-adv.txt,3.69,1.21,2.67,4.53,5.66,1.16,0.06,0.05,1.06,0.27,0.01,0.25,1.33,0.06,0.18,6.18,26.75,1.27,6.41,0.39,1.16,0.06,0.39,0.26,2.22,2.02,4.31,2.31,0.17,0.2,0.05,11.31,0.26,0.45,0.12,0.03,0.04,0.11,0.41,0.0,0.61,0.0,0.28,0.05,0.14,0.07,0.05,0.17,0.02,0.04,0.02,0.01,0.03,0.03,0.0,256.19,1.69,0.27,2.75,2.13,0.35,0.26,0.2,0.43,0.33,10.41,8.05,0.77,1.32,11.31,21.47,2.06,0.0,0.0,1.9,5.18,2.07,2.16,0.0,0.91,48.0,62.1,2.66,2.24,3.52,0.25,10.64,10.73,13.84,17.68,70.22,8.22,42.21,12.95,4.77,1.38,0.0,0.03,6.19,0.88,10.3,7.66,14.57,0.45,60.95,1031.0,1.5,0.41,1.08,0.22,0.08,0.06,0.04,0.20318725099601595,1.0625,0.04941860465116279,1.0208333333333333,0.04748062015503876,0.0,0.0,1.1666666666666667,0.05426356589147287,0.06782945736434108,0.1501937984496124,0.20736434108527133,0.020348837209302327,0.00872093023255814,0.047058823529411764,0.011764705882352941,0.0,0.9411764705882353,0.0,0.025,0.0,0.975,0.0,0.0,0.0,0.0,0.688,0.312,0.0,0.0,0.0,0.0,0.0,0.07792207792207792,0.19480519480519481,0.5454545454545454,0.0,0.025974025974025976,0.0,0.025974025974025976,0.11688311688311688,5.5,adv
Anita-ele.txt,3.65,1.34,2.74,4.14,5.11,0.61,0.03,0.05,1.0,0.38,0.02,0.29,1.38,0.07,0.2,6.0,12.65,1.3,6.03,0.57,1.34,0.23,0.57,0.32,2.48,2.28,4.64,2.63,0.17,0.18,0.06,7.58,0.25,0.47,0.11,0.04,0.05,0.1,0.42,0.0,0.61,0.0,0.28,0.06,0.14,0.08,0.05,0.16,0.02,0.04,0.0,0.01,0.03,0.03,0.0,115.2,1.6,0.27,2.32,1.75,0.32,0.3,0.23,0.42,0.32,10.4,7.84,0.75,1.21,10.96,19.61,1.88,0.0,0.0,1.85,4.8,2.08,1.84,0.0,0.8,26.0,56.57,2.5,2.27,3.03,0.19,8.08,8.51,10.66,18.6,80.61,6.32,34.41,10.38,4.42,1.28,0.0,0.02,6.77,0.88,7.67,8.47,10.84,0.48,53.01,510.0,1.5,0.38,1.11,0.11,0.03,0.15,0.07,0.20967741935483872,1.0,0.050880626223091974,0.9615384615384616,0.04892367906066536,0.0,0.0,0.6153846153846154,0.03131115459882583,0.09001956947162426,0.1506849315068493,0.23874755381604695,0.046966731898238745,0.025440313111545987,0.06976744186046512,0.023255813953488372,0.0,0.9069767441860465,0.0,0.06666666666666667,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.7586206896551724,0.2413793103448276,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.1590909090909091,0.5,0.0,0.022727272727272728,0.0,0.022727272727272728,0.11363636363636363,6.285714285714286,ele
Anita-int.txt,3.83,1.09,2.77,4.37,5.38,0.94,0.04,0.06,1.25,0.3,0.01,0.3,1.55,0.08,0.18,5.94,15.44,1.19,5.97,0.47,1.0,0.11,0.47,0.24,2.41,2.16,4.49,2.49,0.18,0.2,0.06,9.34,0.26,0.45,0.12,0.03,0.04,0.1,0.42,0.0,0.61,0.0,0.28,0.06,0.14,0.08,0.05,0.17,0.02,0.03,0.01,0.01,0.04,0.03,0.0,174.72,1.6,0.27,3.05,2.34,0.38,0.28,0.22,0.49,0.37,10.46,8.04,0.76,1.31,11.61,21.22,2.02,0.0,0.0,1.84,5.33,2.05,2.0,0.0,1.02,36.0,61.58,2.63,2.27,3.47,0.25,10.35,10.23,12.94,18.05,72.03,8.03,40.45,12.18,4.68,1.36,0.0,0.0,6.99,0.88,9.23,7.71,13.06,0.47,58.78,764.0,1.47,0.47,1.0,0.16,0.08,0.16,0.05,0.2459016393442623,1.25,0.058823529411764705,1.1666666666666667,0.054901960784313725,0.0,0.0,0.9444444444444444,0.044444444444444446,0.07450980392156863,0.1477124183006536,0.20522875816993463,0.030065359477124184,0.013071895424836602,0.06349206349206349,0.015873015873015872,0.0,0.9206349206349206,0.03225806451612903,0.03225806451612903,0.0,0.9354838709677419,0.0,0.0,0.0,0.0,0.6774193548387096,0.3225806451612903,0.0,0.0,0.0,0.0,0.0,0.0625,0.140625,0.578125,0.0,0.03125,0.0,0.046875,0.09375,5.818181818181818,int
Arctic-mapping-adv.txt,3.61,1.36,3.02,4.36,5.69,2.37,0.08,0.01,0.48,0.25,0.0,0.08,0.74,0.02,0.25,4.4,20.55,2.88,4.88,0.44,1.7,0.25,0.44,0.28,2.16,2.09,4.28,2.27,0.16,0.12,0.07,9.02,0.19,0.51,0.08,0.04,0.04,0.12,0.39,0.0,0.64,0.01,0.33,0.01,0.13,0.03,0.08,0.18,0.04,0.04,0.02,0.04,0.01,0.02,0.0,162.76,1.3,0.26,4.9,3.86,0.4,0.41,0.32,0.46,0.36,14.41,11.38,0.78,2.18,14.18,32.03,2.22,0.07,0.0,2.16,7.11,1.98,3.59,0.0,1.29,27.0,92.33,2.81,2.3,6.14,0.85,15.35,11.05,17.19,17.88,63.19,11.62,52.47,14.65,4.74,1.35,0.0,0.06,5.9,0.89,10.31,8.09,14.58,0.49,65.21,865.0,2.22,0.55,1.66,0.29,0.22,0.0,0.03,0.05263157894736842,0.48148148148148145,0.015011547344110854,0.4444444444444444,0.013856812933025405,0.0,0.0,2.3703703703703702,0.07390300230946882,0.10508083140877598,0.14780600461893764,0.1951501154734411,0.017321016166281754,0.010392609699769052,0.06666666666666667,0.0,0.0,0.9333333333333333,0.03125,0.0,0.0,0.96875,0.0,0.0,0.0,0.0,0.6703296703296703,0.32967032967032966,0.0,0.0,0.0,0.0,0.0,0.23404255319148937,0.48936170212765956,0.23404255319148937,0.0,0.0,0.0,0.0,0.23404255319148937,3.357142857142857,adv
